City_name,Cloudiness,Country,Date,Humidity,Lng,Lat,Max_Temp,Wind_speed
Chulumani,100,BO,1544197832,100,-67.53,-16.41,12.45,0.28
Krasnouralsk,24,RU,1544197832,92,60.04,58.36,-9.56,1.53
Fort-Shevchenko,0,KZ,1544197833,100,50.26,44.51,1.22,4.13
Muisne,75,EC,1544194800,69,-80.02,0.61,28.0,3.1
Mabaruma,64,GY,1544197833,89,-59.78,8.2,26.35,3.13
Hobyo,44,SO,1544197834,80,48.53,5.35,26.92,5.68
Manzhouli,0,CN,1544197834,56,117.43,49.6,-24.93,5.23
Kurikka,90,FI,1544196000,88,22.4,62.62,0.0,3.6
Wadi Musa,40,JO,1544194200,41,35.48,30.32,16.0,6.2
Asbe Teferi,56,ET,1544197835,52,40.87,9.08,20.25,1.23
Toribio,36,CO,1544197835,99,-76.27,2.95,15.77,0.18
Sept-Iles,40,CA,1544194800,78,-66.38,50.2,-9.0,1.53
Pringsewu,76,ID,1544197836,94,104.98,-5.36,24.35,0.93
Houston,75,US,1544195700,94,-95.37,29.76,21.1,4.48
Ponta Delgada,0,PT,1544194800,40,-25.67,37.73,21.0,2.1
Wick,20,GB,1544196000,81,-2.43,51.45,9.0,8.2
Kisangani,75,CD,1544194800,62,25.21,0.52,31.0,0.48
Areosa,75,PT,1544194800,87,-8.86,41.72,14.0,3.1
Callaway,90,US,1544196900,90,-95.91,46.98,-6.7,2.38
Eldorado,90,MX,1544193900,78,-107.36,24.32,23.0,2.98
Zyryanka,20,RU,1544197839,53,150.89,65.73,-35.01,0.93
Tynda,48,RU,1544197840,56,124.74,55.15,-24.81,4.43
Kendari,64,ID,1544197840,99,122.52,-3.99,22.92,0.88
Dajal,0,PK,1544197841,87,70.38,29.56,15.6,1.18
Entebbe,20,UG,1544196600,74,32.45,0.06,26.0,2.6
Kuminskiy,80,RU,1544197841,87,66.57,58.67,-7.73,2.43
Bage,0,NG,1544197842,21,11.38,10.95,32.42,3.78
Lompoc,75,US,1544195700,100,-120.46,34.64,8.3,1.68
Talnakh,0,RU,1544197843,32,88.39,69.49,-29.88,2.13
Peniche,75,PT,1544194800,72,-9.38,39.36,17.0,4.6
Sechura,12,PE,1544197844,83,-80.82,-5.56,21.72,4.13
Antalaha,88,MG,1544197844,90,50.28,-14.9,26.35,4.33
Owando,44,CG,1544197844,90,15.91,-0.49,25.25,1.33
Tottori,92,JP,1544197845,100,134.23,35.5,3.7,3.63
Balanacan,68,PH,1544197845,98,121.87,13.53,27.12,9.28
Bondo,8,CD,1544197846,27,23.69,3.81,34.77,1.63
San Jose,12,PH,1544197847,73,120.99,15.79,24.6,2.68
Balkanabat,92,TM,1544197848,96,54.36,39.51,6.42,1.18
Bonavista,68,CA,1544197848,100,-53.11,48.65,-1.56,9.73
Bonthe,0,SL,1544197848,51,-12.5,7.53,34.12,1.38
Haines Junction,20,CA,1544197849,78,-137.51,60.75,-13.26,1.03
Junction City,1,US,1544194320,81,-96.83,39.03,-5.6,2.1
Nagornskiy,68,RU,1544197849,92,57.55,58.77,-5.73,3.28
Pervomayskoye,88,RU,1544197850,77,86.23,57.07,-19.68,3.68
Ancud,0,CL,1544194800,49,-73.83,-41.87,23.0,3.1
Huejuquilla el Alto,80,MX,1544197850,81,-103.9,22.63,11.25,1.03
Hualmay,24,PE,1544197851,75,-77.61,-11.1,21.27,2.18
Alexandria,90,US,1544195700,92,-92.44,31.31,13.7,2.6
Cururupu,88,BR,1544197852,74,-44.87,-1.82,29.75,2.83
Norman Wells,40,CA,1544194800,84,-126.83,65.28,-17.0,1.0
Portland,75,US,1544194560,61,-122.67,45.52,2.2,4.1
Bredasdorp,0,ZA,1544194800,49,20.04,-34.53,22.0,8.7
Bubaque,0,GW,1544197853,89,-15.83,11.28,29.85,2.83
George Town,75,MY,1544196600,94,100.33,5.42,26.0,0.5
Riachao das Neves,56,BR,1544197854,92,-44.91,-11.75,25.17,1.88
Bereda,75,ES,1544194800,87,-7.54,43.27,13.0,2.6
Juneau,90,US,1544194560,88,-134.42,58.3,0.6,5.1
San Felipe,0,CL,1544197850,71,-70.73,-32.75,19.22,0.88
High Level,44,CA,1544197855,80,-117.13,58.52,-16.06,1.18
Pacific Grove,1,US,1544195700,76,-121.92,36.62,8.3,3.6
Rome,20,IT,1544194200,72,12.48,41.89,17.0,1.5
Rovaniemi,75,FI,1544196000,100,25.72,66.5,-4.0,3.6
Lazaro Cardenas,92,MX,1544197856,100,-105.62,28.39,11.27,2.13
Macamic,20,CA,1544194800,75,-79.0,48.75,-25.0,1.5
Rosarno,20,IT,1544194500,67,15.98,38.49,17.0,4.1
Surt,88,LY,1544197605,81,16.59,31.21,20.22,1.38
Agirish,88,RU,1544197858,87,63.02,61.92,-8.66,1.98
Puerto Escondido,5,MX,1544193600,69,-97.07,15.86,24.0,3.6
Hammerfest,75,NO,1544196000,100,23.68,70.66,1.0,11.8
Sinnamary,92,GF,1544197860,100,-52.96,5.38,25.35,4.18
Lodwar,8,KE,1544197860,36,35.6,3.12,31.77,5.58
Swiecie,90,PL,1544196600,100,18.45,53.41,10.0,4.1
Tabuk,24,PH,1544197861,96,121.44,17.41,18.6,0.63
Evensk,24,RU,1544197861,100,159.24,61.92,-13.78,9.88
Chuzhou,92,CN,1544197862,66,118.33,32.25,-0.06,3.03
Irbit,12,RU,1544197862,94,63.06,57.67,-11.98,1.88
Shubarshi,64,KZ,1544197862,73,57.19,48.59,-5.73,4.68
Bijie,88,CN,1544197708,84,105.3,27.3,-0.08,1.48
Vanimo,68,PG,1544197863,100,141.3,-2.67,28.0,3.13
Linxia,64,CN,1544197863,77,103.21,35.6,-15.26,1.18
Yagoua,0,CM,1544197864,24,15.23,10.34,32.17,3.13
Mamakan,64,RU,1544197864,73,114.02,57.82,-27.76,0.98
Abu Zabad,0,SD,1544197865,27,29.25,12.35,25.75,3.93
Hearst,0,CA,1544197865,63,-83.67,49.69,-22.26,2.43
Vinh,92,VN,1544197865,99,105.69,18.67,21.52,1.48
Goroka,56,PG,1544197866,95,145.39,-6.07,14.47,0.78
Skelleftea,90,SE,1544196000,92,20.95,64.75,-6.0,1.68
Husavik,0,CA,1544197867,54,-96.99,50.56,-23.76,3.43
Yakovlevka,0,RU,1544197867,49,133.47,44.43,-19.51,2.08
Vaasa,56,FI,1544196000,100,21.62,63.1,0.0,2.6
Daru,12,SL,1544197867,42,-10.85,7.99,34.22,2.43
Ruidoso,1,US,1544196900,93,-105.67,33.33,7.0,2.1
Pundaguitan,0,PH,1544197868,99,126.17,6.37,28.5,3.68
Mao,40,DO,1544194800,74,-71.08,19.55,28.0,3.6
Little Chute,1,US,1544196900,68,-88.32,44.28,-7.2,3.6
Medicine Hat,75,CA,1544194800,77,-110.68,50.04,-19.0,1.0
Winnemucca,90,US,1544194560,80,-117.74,40.97,-3.9,1.5
Kirensk,48,RU,1544197870,79,108.12,57.78,-28.06,1.33
Opunake,0,NZ,1544197870,100,173.86,-39.45,13.92,5.98
Sibolga,80,ID,1544197870,100,98.78,1.74,21.07,0.83
Bestobe,0,KZ,1544197871,56,73.1,52.5,-23.93,1.38
Bom Jesus,88,BR,1544197871,95,-44.36,-9.08,26.5,1.98
Abha,20,SA,1544194800,77,42.5,18.22,18.0,3.1
Ikom,0,NG,1544197872,33,8.72,5.96,33.62,2.88
Muroto,48,JP,1544197872,100,134.14,33.37,6.47,3.18
Perelyub,88,RU,1544197873,94,50.37,51.87,-3.23,3.78
Alyangula,40,AU,1544194800,83,136.42,-13.85,29.0,2.1
Benguela,64,AO,1544197873,88,13.4,-12.58,26.02,4.43
Edea,40,CM,1544194800,83,10.13,3.8,29.0,2.6
Kupang,75,ID,1544194800,94,123.6,-10.16,27.0,1.0
Natal,40,BR,1544194800,52,-35.21,-5.81,32.0,7.2
Miandrivazo,12,MG,1544197875,51,45.46,-19.53,30.57,1.73
Ucluelet,75,CA,1544194800,69,-125.55,48.94,1.0,3.6
Vadso,0,NO,1544196000,79,29.75,70.07,-3.0,7.2
Spirit River,75,CA,1544194800,85,-118.84,55.78,-12.0,1.0
Lavrentiya,56,RU,1544197877,100,-170.99,65.58,-3.58,20.18
Zhmerynka,75,UA,1544196600,85,28.11,49.04,-4.0,2.0
San Jeronimo,75,PE,1544194800,71,-73.37,-13.65,10.0,5.7
Rochdale,80,GB,1544196000,94,-2.16,53.62,8.0,9.3
Constitucion,40,MX,1544194020,87,-104.67,23.99,10.0,2.33
Ixtapa,40,MX,1544193960,100,-105.21,20.71,22.0,2.6
Myitkyina,44,MM,1544197879,98,97.4,25.38,15.92,1.43
Quesnel,1,CA,1544194800,92,-122.49,52.98,-13.0,0.98
Kropotkin,92,RU,1544197879,98,40.58,45.43,1.47,3.33
Jimma,32,ET,1544197880,65,36.84,7.67,20.5,0.83
Baixa Grande,0,BR,1544197880,75,-40.17,-11.96,28.92,1.58
Mangai,44,CD,1544197880,80,19.59,-4.07,27.12,1.88
Santa Maria da Vitoria,80,BR,1544197881,92,-44.19,-13.39,23.82,3.33
Lazo,56,MD,1544197881,95,27.93,47.89,-4.81,2.08
Iberia,76,PE,1544197881,85,-69.49,-11.41,26.7,1.33
Borborema,0,BR,1544197881,60,-49.07,-21.62,31.0,2.23
Khash,0,IR,1544197882,57,61.21,28.22,13.57,5.18
Williams Lake,20,CA,1544194800,92,-122.14,52.13,-13.0,2.6
Sistranda,0,NO,1544196000,100,8.83,63.73,0.0,5.1
San Joaquin,56,PH,1544197883,87,122.14,10.59,25.45,7.08
Hetauda,40,NP,1544196000,81,85.03,27.43,10.0,2.1
Fairbanks,90,US,1544194680,95,-147.72,64.84,-3.3,2.78
Caconda,20,AO,1544197884,38,15.06,-13.73,27.82,3.23
Santa Isabel do Rio Negro,92,BR,1544197885,92,-65.02,-0.41,26.32,1.68
Sidney,1,US,1544196900,86,-104.16,47.72,-13.0,3.1
Haicheng,0,CN,1544197885,44,122.74,40.85,-25.83,1.98
Yarmouth,40,GB,1544196000,75,-1.5,50.71,8.0,9.3
Autazes,20,BR,1544197693,82,-59.13,-3.58,28.37,1.43
Tromso,40,NO,1544196000,86,18.96,69.65,-2.0,4.1
Bagdarin,24,RU,1544197887,51,113.59,54.44,-24.58,2.78
Biak,12,ID,1544197887,100,122.88,-0.91,26.02,1.83
Dmitriyevka,92,GE,1544197888,100,41.0,43.08,5.35,0.63
Doha,0,QA,1544196600,57,51.53,25.29,24.0,4.1
Dire,20,ET,1544194800,42,38.92,9.18,20.0,5.1
Bodden Town,75,KY,1544194800,74,-81.25,19.28,29.0,8.2
Ossora,92,RU,1544197889,94,163.07,59.24,-7.63,7.88
Amuntai,100,ID,1544197890,97,115.25,-2.42,24.22,1.03
Miraflores,8,CO,1544197890,78,-73.14,5.2,14.87,1.08
Miracema do Tocantins,80,BR,1544197891,100,-48.4,-9.56,25.77,1.78
Basco,1,US,1544196900,85,-91.2,40.33,-7.0,2.1
Tuatapere,92,NZ,1544197891,87,167.69,-46.13,13.97,5.83
Veraval,68,FR,1544194800,87,0.71,49.65,9.0,6.7
Pemba,20,MZ,1544194800,74,40.52,-12.97,29.0,5.1
